item_no,Main,Sub,Final,Thickness,Specifications,Size,Length,Width,Height,Cost,R_S_B,Sq_inch_cost,Shipping Cost,Sq. Inch $ w/shipping,Supplier,lead_time
Designer Board Felt DB-21 GREEN,Felt,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Green,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-22 HEATHER GREEN,Felt,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Heather Green,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-23 HONEY DEW,Felt,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Honey Dew,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-24 SKY BLUE,Felt,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Sky Blue,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-25 NAVY,Felt,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Navy,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-26 MIDNIGHT BLUE,Felt,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Midnight Blue,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-27 Teal,Felt,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Teal,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-28 HICKORY,Felt,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Hickory,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-29 BROWM,Felt,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Brown,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-30 EARTH BROWN,Felt,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Earth Brown,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-31 BLUE JEAN,Felt,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Blue Jean,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-32 STONE,Felt,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Stone,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-33 GREY,Felt,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Grey,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-34 CHARCOAL,Felt,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Charcoal,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-35 PEPPER,Felt,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Pepper,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-36 BLACK,Felt,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Black,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-01 SAND DOLLAR,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Sand Dollar,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-02 OAT,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Oat,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-03 MARBLE,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Marble,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-05 WHITE,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm White,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-06 PERIWINKLE,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Periwinkle,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-07 SALMON,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Salmon,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-08 LEMON,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Lemon,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-09 YELLOW,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Yellow,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-10 RED,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Red,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-11 BERRY,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Berry,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-12 PINK,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Pink,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-13 LILAC,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Lilac,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-14 VIOLET,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Violet,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-15 PURPLE,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Purple,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-16 ORANGE,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Orange,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-17 PUMPKIN,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Pumpkin,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-18 MAROON,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Maroon,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-19 PEAR,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Pear,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-20 LIME,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Lime,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-21 GREEN,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Green,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-22 HEATHER GREEN,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Heather Green,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-23 HONEY DEW,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Honey Dew,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-24 SKY BLUE,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Sky Blue,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-25 NAVY,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Navy,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-26 MIDNIGHT BLUE,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Midnight Blue,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-27 Teal,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Teal,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-28 HICKORY,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Hickory,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-29 BROWM,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Brown,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-30 EARTH BROWN,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Earth Brown,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-31 BLUE JEAN,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Blue Jean,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-32 STONE,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Stone,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-33 GREY,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Grey,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-34 CHARCOAL,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Charcoal,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-35 PEPPER,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Pepper,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
Designer Board Felt DB-36 BLACK,Acoustic Fiber,Felt Designer Board (Firm Polyester),Felt Designer Board 1500 gsm Black,".354"" thick",FMVSS302,"48"" x 96""",96,48,,$80.00,(S),$0.0174,$0.0009,$0.0182,Sutherland Felt,3 days
101-55,Rubber Base,EPDM (Santoprene-TPV),101-55 Santoprene (Smooth) Black,".040"" thick",Chrysler MS-AR-100 AGN; Ford WSD-M2D378-A1; GM GMW15813 Type 4,"24"" x 6000""",6000,24,,$602.00,(R),$0.0042,$0.0002,$0.0044,Sherwood,3-4 weeks
101-64,Rubber Base,EPDM (Santoprene-TPV),101-64 Santoprene (Smooth) Black,".040"" thick",Chrysler MS-AR-100 BGN; Ford WSD-M2D379-A1; GM GMW15813 Type 5,"24"" x 6000""",6000,24,,$602.00,(R),$0.0042,$0.0002,$0.0044,Sherwood,3-4 weeks
101-73,Rubber Base,EPDM (Santoprene-TPV),101-73 Santoprene (Smooth) Black,".040"" thick",Chrysler MS-AR-100 CGN; Ford WSD-M2D380-A1; GM GMW15813 Type 6,"24"" x 6000""",6000,24,,$602.00,(R),$0.0042,$0.0002,$0.0044,Sherwood,3-4 weeks
101-87,Rubber Base,EPDM (Santoprene-TPV),101-87 Santoprene (Smooth) Black,".040"" thick",Chrysler MS-AR-100 EGN; Ford WSD-M2D382-A1; GM GMW15813 Type 8,"24"" x 6000""",6000,24,,$602.00,(R),$0.0042,$0.0002,$0.0044,Sherwood,3-4 weeks
101-55,Rubber Base,EPDM (Santoprene-TPV),101-55 Santoprene (Smooth) Black,".062"" thick",Chrysler MS-AR-100 AGN; Ford WSD-M2D378-A1; GM GMW15813 Type 4,"24"" x 4800""",4800,24,,$748.00,(R),$0.0065,$0.0003,$0.0068,Sherwood,3-4 weeks
101-64,Rubber Base,EPDM (Santoprene-TPV),101-64 Santoprene (Smooth) Black,".062"" thick",Chrysler MS-AR-100 BGN; Ford WSD-M2D379-A1; GM GMW15813 Type 5,"24"" x 4800""",4800,24,,$748.00,(R),$0.0065,$0.0003,$0.0068,Sherwood,3-4 weeks
101-73,Rubber Base,EPDM (Santoprene-TPV),101-73 Santoprene (Smooth) Black,".062"" thick",Chrysler MS-AR-100 CGN; Ford WSD-M2D380-A1; GM GMW15813 Type 6,"24"" x 4800""",4800,24,,$748.00,(R),$0.0065,$0.0003,$0.0068,Sherwood,3-4 weeks
101-87,Rubber Base,EPDM (Santoprene-TPV),101-87 Santoprene (Smooth) Black,".062"" thick",Chrysler MS-AR-100 EGN; Ford WSD-M2D382-A1; GM GMW15813 Type 8,"24"" x 4800""",4800,24,,$748.00,(R),$0.0065,$0.0003,$0.0068,Sherwood,3-4 weeks
101-55,Rubber Base,EPDM (Santoprene-TPV),101-55 Santoprene (Smooth) Black,".080"" thick",Chrysler MS-AR-100 AGN; Ford WSD-M2D378-A1; GM GMW15813 Type 4,"24"" X 3000""",3000,24,,$602.50,(R),$0.0084,$0.0004,$0.0088,Sherwood,3-4 weeks
101-64,Rubber Base,EPDM (Santoprene-TPV),101-64 Santoprene (Smooth) Black,".080"" thick",Chrysler MS-AR-100 BGN; Ford WSD-M2D379-A1; GM GMW15813 Type 5,"24"" X 3000""",3000,24,,$602.50,(R),$0.0084,$0.0004,$0.0088,Sherwood,3-4 weeks
101-73,Rubber Base,EPDM (Santoprene-TPV),101-73 Santoprene (Smooth) Black,".080"" thick",Chrysler MS-AR-100 CGN; Ford WSD-M2D380-A1; GM GMW15813 Type 6,"24"" X 3000""",3000,24,,$602.50,(R),$0.0084,$0.0004,$0.0088,Sherwood,3-4 weeks
101-87,Rubber Base,EPDM (Santoprene-TPV),101-87 Santoprene (Smooth) Black,".080"" thick",Chrysler MS-AR-100 EGN; Ford WSD-M2D382-A1; GM GMW15813 Type 8,"24"" X 3000""",3000,24,,$602.50,(R),$0.0084,$0.0004,$0.0088,Sherwood,3-4 weeks
101-55,Rubber Base,EPDM (Santoprene-TPV),101-55 Santoprene (Smooth) Black,".125"" thick",Chrysler MS-AR-100 AGN; Ford WSD-M2D378-A1; GM GMW15813 Type 4,"24"" x 2400""",2400,24,,$752.00,(R),$0.0131,$0.0007,$0.0137,Sherwood,3-4 weeks
101-64,Rubber Base,EPDM (Santoprene-TPV),101-64 Santoprene (Smooth) Black,".125"" thick",Chrysler MS-AR-100 BGN; Ford WSD-M2D379-A1; GM GMW15813 Type 5,"24"" x 2400""",2400,24,,$752.00,(R),$0.0131,$0.0007,$0.0137,Sherwood,3-4 weeks
101-73,Rubber Base,EPDM (Santoprene-TPV),101-73 Santoprene (Smooth) Black,".125"" thick",Chrysler MS-AR-100 CGN; Ford WSD-M2D380-A1; GM GMW15813 Type 6,"24"" x 2400""",2400,24,,$752.00,(R),$0.0131,$0.0007,$0.0137,Sherwood,3-4 weeks
101-87,Rubber Base,EPDM (Santoprene-TPV),101-87 Santoprene (Smooth) Black,".125"" thick",Chrysler MS-AR-100 EGN; Ford WSD-M2D382-A1; GM GMW15813 Type 8,"24"" x 2400""",2400,24,,$752.00,(R),$0.0131,$0.0007,$0.0137,Sherwood,3-4 weeks
101-64 (Haircell),Rubber Base,EPDM (Grained Santoprene-TPV),101-64 Santoprene (Haircell Pattern) Grained Black,".050"" thick",Chrysler MS-AR-100 BGN; Ford WSD-M2D379-A1; GM GMW15813 Type 5,"24"" x 6000""",6000,24,,$755.00,(R),$0.0052,$0.0003,$0.0055,Sherwood,3-4 weeks
201-64 (Haircell),Rubber Base,EPDM (Grained Santoprene-TPV),201-64 Santoprene (Haircell Pattern) Grained Dune,".050"" thick",Chrysler MS-AR-100 BGN; Ford WSD-M2D379-A1,"24"" x 6000""",6000,24,,"$1,000.00",(R),$0.0069,$0.0003,$0.0073,Sherwood,3-4 weeks
TC1503-30,Acoustic Fiber,Thinsulate Acoustic Fiber - Polypropylene/Polyester,TC1503-30 (Thinsulate - White/White)  148 gsm,".630"" thick",GMW14194 Type 5; WSS-M99P32-B/C; MSHZ-100; TSL 3505G Class 6,"30"" x 10,080""",10080,30,,$246.75,(R),$0.0008,$0.0000,$0.0009,3M,2-3 weeks
TC1803-30,Acoustic Fiber,Thinsulate Acoustic Fiber - Polypropylene/Polyester,TC1803-30 (Thinsulate - White/White) 183 gsm,".827"" thick",GMW14194 Type 5; WSS-M99P32-B/C; MSHZ-100; TSL 3505G Class 6,"30"" x 8100""",8100,30,,$240.47,(R),$0.0010,$0.0001,$0.0011,3M,2-3 weeks
TC2303-30,Acoustic Fiber,Thinsulate Acoustic Fiber - Polypropylene/Polyester,TC2303-30 (Thinsulate - White/White) 232 gsm,"1.063"" thick",GMW14194 Type 5; WSS-M99P32-B/C; MSHZ-100; TSL 3505G Class 6,"30"" x 7200""",7200,30,,$273.75,(R),$0.0013,$0.0001,$0.0013,3M,2-3 weeks
SM600L-30,Acoustic Fiber,Thinsulate Acoustic Fiber - Polypropylene/Polyester,SM600L-30 (Thinsulate - Black/White)  672 gsm,"1.654"" thick",GMW14194 Type 5; WSS-M99P32-B/C; MSHZ-100; TSL 3505G Class 6,"30"" x 3600""",3600,30,,$506.25,(R),$0.0047,$0.0002,$0.0049,3M,2-3 weeks
VMAT 2115-B10-305,Acoustic Fiber,PET Acoustic Fiber (No Scrim),PET Black (No Scrim)  - 2115/305 gsm,".394"" Thick",GMW14194 TYPE 4; WSS-M99P32-D/E; MS-HZ100; 8460Z-STX-A000; NES M 7101; MS341-15E/17,"60"" x 1800""",1800,60,,$92.25,(R),$0.0009,$0.0000,$0.0009,Indratech,3 weeks
VMAT 2115-B20-395,Acoustic Fiber,PET Acoustic Fiber (No Scrim),PET Black (No Scrim) - 2115/395 gsm,".787"" Thick",GMW14194 TYPE 4; WSS-M99P32-D/E; MS-HZ100; 8460Z-STX-A000; NES M 7101; MS341-15E/17,"60"" x 1800""",1800,60,,$120.00,(R),$0.0011,$0.0001,$0.0012,Indratech,3 weeks
VMAT 2110-W10-305,Acoustic Fiber,PET Acoustic Fiber (No Scrim),PET White (No Scrim) - 2110/305 gsm,".394"" Thick",GMW14194 TYPE 4; WSS-M99P32-D/E; MS-HZ100; 8460Z-STX-A000; NES M 7101; MS341-15E/17,"60"" x 1800""",1800,60,,$99.00,(R),$0.0009,$0.0000,$0.0010,Indratech,3 weeks
VMAT 800-W20-395,Acoustic Fiber,PET Acoustic Fiber (No Scrim),PET White (No Scrim) - 2115/395 gsm,".787"" Thick",GMW14194 TYPE 4; WSS-M99P32-D/E; MS-HZ100; 8460Z-STX-A000; NES M 7101; MS341-15E/17,"60"" x 1800""",1800,60,,$114.75,(R),$0.0011,$0.0001,$0.0011,Indratech,3 weeks
VMAT211040WWS-10-350,Acoustic Fiber,PET Acoustic Fiber (White Scrim),PET White (White Scrim) - 2110-40/350 gsm,".394"" Thick",GMW14194 Type 4; WSS-M99P32-D/E; MS-HZ100; TSL3505G-6; 8460Z-STX-A000; NES M 7101; MS341-15E/17; DBL 5869.XX; TL 1 848 495.6; TL 52411,"60"" x 1800""",1800,60,,$146.25,(R),$0.0014,$0.0001,$0.0014,Indratech,3 weeks
VMAT211040WWS-20-440,Acoustic Fiber,PET Acoustic Fiber (White Scrim),PET White (White Scrim) - 2110-40/440 gsm,".787"" Thick",GMW14194 Type 4; WSS-M99P32-D/E; MS-HZ100; TSL3505G-6; 8460Z-STX-A000; NES M 7101; MS341-15E/17; DBL 5869.XX; TL 1 848 495.6; TL 52411,"60"" x 1800""",1800,60,,$172.50,(R),$0.0016,$0.0001,$0.0017,Indratech,3 weeks
VMAT211065WBS-10-350,Acoustic Fiber,PET Acoustic Fiber (Black Scrim),PET White (Black Scrim) - 2110-65/350 gsm,".394"" Thick",GMW14194 Type 4; WSS-M99P32-D/E; MS-HZ100; TSL3505G-6; 8460Z-STX-A000; NES M 7101; MS341-15E/17; DBL 5869.XX; TL 1 848 495.6; TL 52411,"60"" x 1800""",1800,60,,$146.25,(R),$0.0014,$0.0001,$0.0014,Indratech,3 weeks
VMAT211065WBS-20-440,Acoustic Fiber,PET Acoustic Fiber (Black Scrim),PET White (Black Scrim) - 2110-65/440 gsm,".787"" Thick",GMW14194 Type 4; WSS-M99P32-D/E; MS-HZ100; TSL3505G-6; 8460Z-STX-A000; NES M 7101; MS341-15E/17; DBL 5869.XX; TL 1 848 495.6; TL 52411,"60"" x 1800""",1800,60,,$172.50,(R),$0.0016,$0.0001,$0.0017,Indratech,3 weeks
MBCF SPD,Acoustic Fiber,Autozorb II Acoustic Fiber - Polypropylene - SPD,MBCF SPD (Autozorb II) White/White - 215 gsm,".335"" thick",GMW 14194 Type3; WSS M99P32 B & C; MS HZ-100; TSL 3505G,"60"" x 6000""",6000,60,,$250.00,(R),$0.0007,$0.0001,$0.0008,Aim Fiber,3 weeks
M1CF LPD,Acoustic Fiber,Autozorb II Acoustic Fiber - Polypropylene - SPD,M1CF SPD (Autozorb II) White/White - 247 gsm,".543"" thick","GMW 14194 Type3; WSS M99P32 A, B & C; MS HZ-100; TSL 3505G","60"" x 5400""",5400,60,,$246.15,(R),$0.0008,$0.0001,$0.0009,Aim Fiber,3 weeks
4CF SPD,Acoustic Fiber,Autozorb II Acoustic Fiber - Polypropylene - SPD,4CF SPD (Autozorb II) White/White -322 gsm,".453"" thick",GMW 14194 Type3; WSS M99P32 B & C; MS HZ-100; TSL 3505G,"60"" x 4200""",4200,60,,$260.40,(R),$0.0010,$0.0001,$0.0011,Aim Fiber,3 weeks
4CF SPD blk cf,Acoustic Fiber,Autozorb II Acoustic Fiber - Polypropylene - SPD,4CF SPD blk cf (Autozorb II) Black/White -322 gsm,".453"" thick",GMW 14194 Type3; WSS M99P32 B & C; MS HZ-100; TSL 3505G,"60"" x 4200""",4200,60,,$286.65,(R),$0.0011,$0.0001,$0.0012,Aim Fiber,3 weeks
9CF SPD,Acoustic Fiber,Autozorb II Acoustic Fiber - Polypropylene - SPD,9CF SPD (Autozorb II) White/White - 484 gsm,".669"" thick",GMW 14194 Type3; WSS M99P32 B & C; MS HZ-100; TSL 3505G,"60"" x 3000""",3000,60,,$265.00,(R),$0.0015,$0.0001,$0.0016,Aim Fiber,3 weeks
9CF SPD blk cf,Acoustic Fiber,Autozorb II Acoustic Fiber - Polypropylene - SPD,9CF SPD blk cf (Autozorb II) Black/White -484 gsm,".669"" thick",GMW 14194 Type3; WSS M99P32 B & C; MS HZ-100; TSL 3505G,"60"" x 3000""",3000,60,,$297.13,(R),$0.0017,$0.0001,$0.0018,Aim Fiber,3 weeks
6018V FR,Open Cell Foam,Polyurethane Viscoelastic,6018V FR (6.0#) Viscoelastic Yellow,".500"" thick",FMVSS302,"82"" x 37""",82,37,,$29.13,(S),$0.0096,$0.0005,$0.0101,Bergad,2-3 weeks
6018V FR,Open Cell Foam,Polyurethane Viscoelastic,6018V FR (6.0#) Viscoelastic Yellow,"1.000"" thick",FMVSS302,"82"" x 37""",82,37,,$58.26,(S),$0.0192,$0.0010,$0.0202,Bergad,2-3 weeks
6018V FR,Open Cell Foam,Polyurethane Viscoelastic,6018V FR (6.0#) Viscoelastic Yellow,"1.500"" thick",FMVSS302,"82"" x 37""",82,37,,$87.38,(S),$0.0288,$0.0014,$0.0302,Bergad,2-3 weeks
6018V FR,Open Cell Foam,Polyurethane Viscoelastic,6018V FR (6.0#) Viscoelastic Yellow,"2.000"" thick",FMVSS302,"82"" x 37""",82,37,,$116.51,(S),$0.0384,$0.0019,$0.0403,Bergad,2-3 weeks
6018V FR,Open Cell Foam,Polyurethane Viscoelastic,6018V FR (6.0#) Viscoelastic Yellow,"2.500"" thick",FMVSS302,"82"" x 37""",82,37,,$139.59,(S),$0.0460,$0.0023,$0.0483,Bergad,2-3 weeks
6018V FR,Open Cell Foam,Polyurethane Viscoelastic,6018V FR (6.0#) Viscoelastic Yellow,"3.000"" thick",FMVSS302,"82"" x 37""",82,37,,$174.77,(S),$0.0576,$0.0029,$0.0605,Bergad,2-3 weeks
6018V FR,Open Cell Foam,Polyurethane Viscoelastic,6018V FR (6.0#) Viscoelastic Yellow,"3.500"" thick",FMVSS302,"82"" x 37""",82,37,,$203.90,(S),$0.0672,$0.0034,$0.0706,Bergad,2-3 weeks
6018V FR,Open Cell Foam,Polyurethane Viscoelastic,6018V FR (6.0#) Viscoelastic Yellow,"4.000"" thick",FMVSS302,"82"" x 37""",82,37,,$233.02,(S),$0.0768,$0.0038,$0.0806,Bergad,2-3 weeks
